Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Boudica-C,1916287826,"""6917529839597622532""",,Legendary,Sidearm,legendaryengram,KineticSlot,Kinetic,1600,,Stability,3,Vault,true,false,5,18,,100,85,51,63,12,0,0,56,260,25,12,28,0,0,0,0,0,0,0,0,0,22,false,0,70,hakke,,,Precision Frame*,Arrowhead Brake,Chambered Compensator*,Alloy Magazine*,Appended Mag,Threat Detector*,Surrounded*,Hakke Breach Armaments*,Kill Tracker,Minor Spec*,Tier 3: Stability*,Shrouded Stripes*,,,
Without Remorse,1478986057,"""6917529840406687667""",favorite,Legendary,Shotgun,haunted,Energy,Solar,1808,,Range,10,Titan(1821),false,false,5,17,,54,55,65,75,12,0,0,45,80,61,6,51,0,0,0,0,0,0,0,0,0,3,true,20,851,,"Alpha, Beta, Void, Delta, Vanguard, Void, Dungeon, Dungeon",,Lightweight Frame*,Rifled Barrel*,Accurized Rounds*,Well-Rounded*,Incandescent*,Extrovert*,Kill Tracker,Empty Memento Socket*,Major Spec*,,,,,,
Austringer,3055790362,"""6917529842809419100""",favorite,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1800,,Range,10,Vault,false,false,5,17,,95,80,84,71,14,0,0,76,140,48,11,54,0,0,0,0,0,0,0,0,0,13,true,30,147,,,,Adaptive Frame*,Hammer-Forged Rifling*,Ricochet Rounds*,Eye of the Storm*,Rangefinder*,To Excess*,Crucible Tracker,Empty Memento Socket*,Targeting Adjuster*,Shadow Gilt*,"Broken Bird, to Be Healed*",,,,
The Epicurean,2263839058,"""6917529843051323082""",,Legendary,Fusion Rifle,duality,Energy,Void,1600,,Stability,1,Vault,false,false,5,17,,100,65,75,59,15,0,0,50,0,26,6,40,780,0,0,0,0,0,0,0,0,5,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Full Bore,Accelerated Coils*,Particle Repeater,Surplus*,Backup Plan*,To Excess*,Kill Tracker,Tier 1: Stability*,,,,,
Unforgiven,3000847393,"""6917529843051325260""",,Legendary,Submachine Gun,duality,Energy,Void,1600,,Stability,1,Vault,false,false,5,17,,93,33,22,48,14,0,0,32,720,21,28,65,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Smallbore,Ricochet Rounds*,Light Mag,Well-Rounded*,Golden Tricorn*,Bitterspite*,Kill Tracker,Tier 1: Stability*,,,,,
The Manticore,219145368,"""6917529843539378705""",,Exotic,Submachine Gun,seasonpass,Energy,Void,1810,,,10,Vault,false,false,5,19,,100,65,15,46,15,0,0,78,900,30,38,73,0,0,0,0,0,0,0,0,0,30,false,0,848,veist,,,Soaring Fang*,Arrowhead Brake*,Ricochet Rounds*,Swooping Talons*,Fitted Stock*,Kill Tracker,The Manticore Catalyst*,,,,,,,,
CALUS Mini-Tool,2490988246,"""6917529845821104379""",favorite,Legendary,Submachine Gun,dcv,Energy,Solar,1807,,Range,10,Vault,true,false,5,17,,80,49,15,55,14,0,0,56,900,33,41,72,0,0,0,0,0,0,0,0,0,28,true,31,2161,,,,MIDA Synergy*,Corkscrew Rifling*,Accurized Rounds*,Unrelenting*,Incandescent*,To Excess*,Kill Tracker,Gambit Memento*,Backup Mag*,,,,,,
Hierarchy of Needs,4174431791,"""6917529846946878764""",,Exotic,Combat Bow,dungeon,Energy,Solar,1809,,,,Vault,false,false,5,19,,62,86,92,0,20,0,0,72,0,30,0,38,0,756,85,0,0,0,0,0,0,21,false,0,103,,,,Guidance Ring*,Elastic String*,Fiberglass Arrow Shaft*,Apollonic Tangent*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Royal Entry,2448907086,"""6917529847128604526""",,Legendary,Rocket Launcher,strikes,Power,Void,1600,,Reload Speed,5,Vault,true,false,4,13,,75,65,0,0,20,30,51,59,15,34,1,57,0,0,0,0,0,0,0,0,0,3,false,0,1,,,,Precision Frame*,Quick Launch*,Smart Drift Control,Implosion Rounds,Impact Casing*,Rangefinder*,Clown Cartridge*,Vanguard's Vindication*,Kill Tracker,Boss Spec*,Tier 5: Reload Speed*,,,,
Bottom Dollar,1046651176,"""6917529847128604958""",,Legendary,Hand Cannon,gambit,Energy,Void,1600,,Stability,1,Vault,false,false,4,13,,85,66,92,70,14,0,0,29,120,25,11,31,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,Tactical Mag,Subsistence*,Dragonfly*,Gun and Run*,Kill Tracker,Tier 1: Stability*,,,,,
Trinary System,3258665412,"""6917529847128611945""",,Legendary,Fusion Rifle,gambit,Energy,Solar,1600,,Handling,5,Vault,false,false,4,13,,55,54,75,54,15,0,0,33,0,39,6,35,660,0,0,0,0,0,0,0,0,4,false,0,0,,,,Adaptive Frame*,Full Bore*,Hammer-Forged Rifling,Liquid Coils*,Projection Fuse,Under Pressure*,Tap the Trigger*,Gun and Run*,Kill Tracker,Tier 5: Handling*,,,,,
Come to Pass,927567426,"""6917529847287597698""",,Legendary,Auto Rifle,wellspring,Energy,Arc,1600,,Reload Speed,10,Vault,true,false,5,16,,83,54,33,73,16,0,0,51,360,44,32,31,0,0,0,0,0,0,0,0,0,16,true,16,862,,,,High-Impact Frame*,Polygonal Rifling*,Steady Rounds*,Genesis*,Dragonfly*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Revision Zero,1473821207,"""6917529847335509189""",,Exotic,Pulse Rifle,rasputin,KineticSlot,Kinetic,1810,,,10,Vault,false,false,5,19,,65,40,35,56,18,0,0,70,450,38,37,35,0,0,0,0,0,0,0,0,0,15,true,22,1153,hakke,,,Hunter's Trace*,Corkscrew Rifling*,Alloy Magazine*,Moving Target*,Composite Stock*,Häkke Light Burst Fire*,Häkke Heavy Burst Fire,Kill Tracker,Empty Catalyst Socket*,,,,,,
Avalanche,495940989,"""6917529848020754494""",,Legendary,Machine Gun,events,Power,Solar,1600,,Handling,5,Vault,true,false,5,19,The Dawning,80,90,41,50,19,0,0,55,450,73,57,40,0,0,0,0,0,0,0,0,0,6,false,0,0,suros,,,Adaptive Frame*,Arrowhead Brake,Chambered Compensator*,Appended Mag,Flared Magwell*,Shot Swap,Dynamic Sway Reduction*,Vorpal Weapon,Incandescent*,Dawning Surprise*,Suros Synergy,Kill Tracker,Tier 5: Handling*,,
Tarnation,2721157927,"""6917529852953251614""",favorite,Legendary,Grenade Launcher,wellspring,Power,Arc,1600,,Blast Radius,10,Vault,false,false,5,16,,63,29,0,0,13,45,48,33,150,24,5,16,0,0,0,0,0,0,0,0,0,7,true,19,738,,,,Rapid-Fire Frame*,Volatile Launch*,Spike Grenades*,Clown Cartridge*,Chain Reaction*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Wastelander M5,1679868061,"""6917529852953251787""",favorite,Legendary,Shotgun,30th,KineticSlot,Kinetic,1600,,Range,10,Vault,false,false,4,15,,51,49,65,61,12,0,0,62,90,59,6,66,0,0,0,0,0,0,0,0,0,2,true,16,600,,,,Lightweight Frame*,Smallbore*,Assault Mag*,Slideshot*,One-Two Punch*,Hot Swap*,Kill Tracker,Empty Memento Socket*,,,,,,,
Roar of the Bear,4009352833,"""6917529853331543733""",,Legendary,Rocket Launcher,ironbanner,Power,Solar,1600,,Blast Radius,10,Vault,true,false,5,18,,45,71,0,0,20,100,52,37,15,34,1,65,0,0,0,0,0,0,0,0,0,7,false,0,0,,,,High-Impact Frame*,Hard Launch*,Smart Drift Control,Black Powder*,Implosion Rounds,Demolitionist*,Incandescent*,Skulking Wolf*,Kill Tracker,Masterworked: Blast Radius*,,,,,
Gunnora's Axe,487361141,"""6917529853489664286""",,Legendary,Shotgun,ironbanner,Energy,Arc,1600,,Range,1,Vault,true,false,5,19,,61,34,70,100,12,0,0,19,65,48,6,55,0,0,0,0,0,0,0,0,0,2,false,0,0,suros,,,Pinpoint Slug Frame*,Extended Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Surplus*,Iron Reach*,Skulking Wolf*,Suros Synergy,Crucible Tracker,Tier 1: Range*,,,,
The Militia's Birthright,40394833,"""6917529858610918067""",,Legendary,Grenade Launcher,nightfall,KineticSlot,Kinetic,1600,,Handling,10,Vault,true,false,5,18,,77,75,0,0,13,0,77,33,90,63,1,89,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Lightweight Frame*,Confined Launch,Smart Drift Control*,Disorienting Grenades*,Spike Grenades,Quickdraw*,Auto-Loading Holster*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Masterworked: Handling*,,,,
Piece of Mind,2097055732,"""6917529862195860619""",favorite,Legendary,Pulse Rifle,psiops,KineticSlot,Kinetic,1600,,Range,10,Vault,false,false,5,16,,88,82,23,46,18,0,0,56,540,32,35,37,0,0,0,0,0,0,0,0,0,17,true,16,854,,,,Rapid-Fire Frame*,Arrowhead Brake*,Ricochet Rounds*,Perpetual Motion Enhanced*,Moving Target*,Land Tank*,Kill Tracker,Empty Memento Socket*,,,,,,,
IKELOS_SR_v1.0.3,2302346155,"""6917529862219989972""",,Legendary,Sniper Rifle,rasputin,Energy,Solar,1600,,Stability,1,Vault,true,false,5,19,,57,73,55,38,45,0,0,52,140,57,5,72,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Smallbore,Seraph Rounds*,Alloy Magazine,Overflow*,Incandescent*,Rasputin's Arsenal*,Kill Tracker,Tier 1: Stability*,,,,,
Nezarec's Whisper,254636484,"""6917529863281733106""",favorite,Legendary,Glaive,haunted,Energy,Arc,1600,,Range,10,Vault,false,false,5,17,,0,55,80,75,0,0,0,0,55,25,5,42,0,0,0,0,0,0,0,0,32,9,true,18,1111,,,,Adaptive Glaive*,Ballistic Tuning*,Alloy Magazine*,Impulse Amplifier*,Unstoppable Force*,Extrovert*,Kill Tracker,Empty Memento Socket*,,,,,,,
Fire and Forget,2272041093,"""6917529865601926398""",,Legendary,Linear Fusion Rifle,rasputin,Power,Stasis,1799,,,,Vault,false,false,5,19,,75,60,41,35,25,0,0,54,0,22,6,27,533,0,0,0,0,0,0,0,0,7,true,16,189,veist,,,Aggressive Frame*,Polygonal Rifling*,Enhanced Battery*,Rangefinder*,Frenzy*,Ambush*,Veist Stinger,Kill Tracker,Empty Memento Socket*,,,,,,
Veles-X,2276328320,"""6917529865629324292""",,Legendary,Pulse Rifle,crucible,Energy,Void,1600,,Handling,10,Vault,false,false,5,19,,74,41,35,73,18,0,0,72,450,53,38,28,0,0,0,0,0,0,0,0,0,19,false,0,0,hakke,,,Aggressive Burst*,Chambered Compensator*,Flared Magwell*,Repulsor Brace*,Tunnel Vision,Golden Tricorn*,Kill Clip,Kill Tracker,Hakke Breach Armaments*,Vanguard's Vindication,One Quiet Moment,Gun and Run,Masterworked: Handling*,,
Verglas Curve,3659414143,"""6917529869116373083""",,Exotic,Combat Bow,seasonpass,KineticSlot,Stasis,1800,,,10,Warlock(1823),false,false,6,20,,60,83,68,0,18,0,0,63,0,60,0,72,0,580,53,0,0,0,0,0,0,20,false,0,1189,,Dungeon,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Kill Tracker,Heritance of the Thaw*,Verglas Curve Catalyst*,,,,,,,,
Quicksilver Storm,4293613902,"""6917529869194987636""",,Exotic,Auto Rifle,deluxe,KineticSlot,Strand,1795,,,10,Vault,false,false,5,18,,88,83,18,50,16,0,0,100,720,54,51,53,0,0,0,0,0,0,0,0,0,26,false,0,2775,,,,Rocket Tracers*,Corkscrew Rifling*,High-Caliber Rounds*,Grenade Chaser*,Hand-Laid Stock*,Kill Tracker,Quicksilver Storm Catalyst*,,,,,,,,
Deterministic Chaos,449318888,"""6917529869496931331""",,Exotic,Machine Gun,neomuna,Power,Void,1810,,,,Vault,false,false,6,20,,80,64,70,49,16,0,0,65,360,38,48,49,0,0,0,0,0,0,0,0,0,19,false,0,323,,,,Heavy Metal*,Polygonal Rifling*,Ricochet Rounds*,Vexadecimal*,Composite Stock*,Kill Tracker,,,,,,,,,
Winterbite,3118061004,"""6917529870601490051""",,Exotic,Glaive,neomuna,Power,Stasis,1787,,,,Vault,false,false,6,20,,0,81,95,85,0,0,0,0,45,5,3,0,0,0,0,0,0,0,0,0,39,10,false,0,58,,,,Big Frigid Glaive*,Supercooled Accelerator*,Alloy Magazine*,Weighted Edge*,Tilting at Windmills*,Kill Tracker,,,,,,,,,
Palmyra-B,3489657138,"""6917529871672734281""",favorite,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1810,,Reload Speed,10,Vault,false,false,5,16,,65,62,0,0,20,100,46,37,15,62,1,40,0,0,0,0,0,0,0,0,0,5,true,23,639,hakke,,,Häkke Precision Frame*,Volatile Launch*,Alloy Casing*,Auto-Loading Holster*,Lasting Impression*,Hakke Breach Armaments*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Pyretic Clash*,,,,,
Trust,2850664015,"""6917529871987774334""",,Legendary,Hand Cannon,gambit,Energy,Solar,1793,,Handling,2,Vault,true,false,6,20,,96,78,78,37,14,0,0,61,180,50,15,52,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Fluted Barrel*,Full Bore,Appended Mag*,Flared Magwell,Rapid Hit*,Frenzy*,Gun and Run*,Kill Tracker,Tier 2: Handling*,,,,,
Final Warning,3121540812,"""6917529872162988909""",,Exotic,Sidearm,neomuna,KineticSlot,Strand,1800,,,,Titan(1821),false,false,6,20,,60,88,35,45,12,0,0,66,450,48,21,47,1000,0,0,0,0,0,0,0,0,27,false,0,257,,,,All at Once*,Hammer-Forged Rifling*,Flared Magwell*,Pick Your Poison*,Combat Grip*,Kill Tracker,,,,,,,,,
Blast Battue,2453357042,"""6917529872381048466""",,Legendary,Grenade Launcher,seasonpass,Power,Arc,1797,,Reload Speed,1,Vault,true,false,4,12,,63,63,0,0,13,45,33,38,120,41,6,36,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Volatile Launch*,Linear Compensator,Proximity Grenades*,Alloy Casing,Clown Cartridge*,Chain Reaction*,Kill Tracker,Tier 1: Reload Speed*,,,,,,
Disparity,1751893422,"""6917529872388785815""",favorite,Legendary,Pulse Rifle,rasputin,KineticSlot,Stasis,1804,,Stability,10,Hunter(1772),false,true,5,19,,97,45,35,77,19,0,0,69,450,30,39,42,0,0,0,0,0,0,0,0,0,20,true,27,993,hakke,,,Aggressive Burst*,Arrowhead Brake*,Accurized Rounds*,Rapid Hit*,Desperado*,Ambush*,Hakke Breach Armaments,Kill Tracker,Empty Memento Socket*,,,,,,
Ragnhild-D,4225322581,"""6917529872403864742""",favorite,Legendary,Shotgun,legendaryengram,KineticSlot,Kinetic,1798,,Range,10,Vault,false,false,5,16,,64,38,80,48,12,0,0,44,60,33,5,15,0,0,0,0,0,0,0,0,0,3,true,18,645,hakke,,,Aggressive Frame*,Rifled Barrel*,Assault Mag*,Auto-Loading Holster*,One-Two Punch*,Hakke Breach Armaments*,Kill Tracker,Empty Memento Socket*,Boss Spec*,,,,,,
Tears of Contrition,1366394399,"""6917529875419859178""",,Legendary,Scout Rifle,haunted,KineticSlot,Kinetic,1600,,Range,10,Vault,true,false,5,17,,100,60,62,67,19,0,0,49,180,39,16,56,0,0,0,0,0,0,0,0,0,13,true,18,502,,,,Precision Frame*,Arrowhead Brake*,Accurized Rounds*,Triple Tap*,Explosive Payload*,Extrovert*,Kill Tracker,Empty Memento Socket*,,,,,,,
IKELOS_SG_v1.0.3,1168625549,"""6917529879164638506""",favorite,Legendary,Shotgun,rasputin,Energy,Solar,1805,,Range,10,Vault,true,false,5,19,,69,72,65,59,12,0,0,37,140,71,8,44,0,0,0,0,0,0,0,0,0,2,true,19,939,,,,Rapid-Fire Frame*,Smoothbore*,Tactical Mag*,Feeding Frenzy*,Incandescent*,Rasputin's Arsenal*,Kill Tracker,Empty Memento Socket*,,,,,,,
Conditional Finality,3371017761,"""6917529879991601740""",,Exotic,Shotgun,nightmare,KineticSlot,Stasis,1805,,,,Vault,false,false,6,20,,70,56,80,30,12,0,0,10,55,66,2,95,0,0,0,0,0,0,0,0,0,4,false,0,62,,,,Split Decision*,Shortened Barrel*,Alloy Magazine*,Paracausal Pellets*,Textured Grip*,Kill Tracker,,,,,,,,,
IKELOS_SMG_v1.0.3,2149683300,"""6917529882157486639""",favorite,Legendary,Submachine Gun,rasputin,Energy,Arc,1795,,Reload Speed,10,Vault,false,false,5,19,,90,37,22,54,14,0,0,39,720,34,28,69,0,0,0,0,0,0,0,0,0,13,true,23,1460,,,,Aggressive Frame*,Corkscrew Rifling*,Seraph Rounds*,Feeding Frenzy*,Voltshot*,Rasputin's Arsenal*,Kill Tracker,Empty Memento Socket*,,,,,,,
Seventh Seraph Officer Revolver,1555959830,"""6917529882588871082""",,Legendary,Hand Cannon,dungeon,KineticSlot,Kinetic,1784,,Reload Speed,4,Vault,false,false,5,19,,84,68,78,43,14,0,0,57,180,53,11,35,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Accurized Rounds*,Alloy Magazine,Reconstruction*,High-Impact Reserves*,Rasputin's Arsenal*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Briar's Contempt,1491665733,"""6917529883437719620""",,Legendary,Linear Fusion Rifle,nightmare,Power,Solar,1810,,Stability,2,Hunter(1772),true,false,6,20,,74,67,41,56,23,0,0,54,0,25,6,36,533,0,0,0,0,0,0,0,0,14,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Extended Barrel,Enhanced Battery*,Projection Fuse,Rewind Rounds*,High-Impact Reserves*,Harmonic Resonance*,Kill Tracker,Tier 2: Stability*,,,,,
Nessa's Oblation,135029084,"""6917529883450714142""",,Legendary,Shotgun,nightmare,Energy,Void,1800,,Stability,2,Vault,true,false,6,20,,89,48,70,63,12,0,0,49,65,29,7,79,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Pinpoint Slug Frame*,Arrowhead Brake*,Full Bore,Extended Mag*,Steady Rounds,Reconstruction*,Opening Shot*,Harmonic Resonance*,Kill Tracker,Tier 2: Stability*,,,,,
Ecliptic Distaff,3001205424,"""6917529893526805076""",,Legendary,Glaive,gunsmith,Energy,Void,1809,,"Shield Duration, Charge Time",10,Vault,false,false,6,20,,0,73,80,68,0,0,0,0,55,54,5,49,0,0,0,0,0,0,0,0,47,12,false,0,2,,,,Adaptive Glaive*,Ballistic Tuning*,Alloy Magazine*,Replenishing Aegis*,Immovable Object,Close to Melee,Destabilizing Rounds*,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Backup Mag*,Masterworked: Shield Duration*,,
Unwavering Duty,3624844116,"""6917529900297902221""",,Legendary,Machine Gun,trials,Power,Solar,1809,,Handling,3,Vault,false,false,5,19,,100,72,41,68,16,0,0,60,450,68,55,63,0,0,0,0,0,0,0,0,0,10,false,0,0,suros,,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Accurized Rounds*,Tactical Mag,Field Prep*,Focused Fury*,Alacrity*,One Quiet Moment,Suros Synergy,Kill Tracker,Tier 3: Handling*,,,
Typhon GL5,3568377122,"""6917529900422670503""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1800,,Blast Radius,10,Vault,true,false,5,16,,80,60,0,0,13,60,35,62,120,45,6,52,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Countermass*,Hard Launch,Proximity Grenades,Spike Grenades*,Demolitionist*,Explosive Light*,Omolon Fluid Dynamics*,Kill Tracker,Masterworked: Blast Radius*,,,,,
Buzzard,213264394,"""6917529900466522453""",,Legendary,Sidearm,nightfall,KineticSlot,Kinetic,1807,,Handling,3,Vault,false,false,6,20,,94,89,49,36,12,0,0,72,300,30,15,69,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Alloy Magazine*,High-Caliber Rounds,Overflow*,Rangefinder*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 3: Handling*,,,,
Irukandji,2673925403,"""6917529900764098050""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Stasis,1810,,Range,4,Vault,false,false,6,20,,55,70,55,52,40,0,0,40,140,56,5,68,0,0,0,0,0,0,0,0,0,3,false,0,0,veist,,,Rapid-Fire Frame*,Corkscrew Rifling*,Full Bore,Accurized Rounds*,Appended Mag,Fourth Time's the Charm*,Firing Line*,Veist Stinger*,Kill Tracker,Tier 4: Range*,,,,,
Taraxippos,1389546626,"""6917529901257476297""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1810,,Handling,10,Vault,false,false,6,20,Guardian Games,64,75,60,40,19,0,0,47,200,74,15,69,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Extended Barrel*,Full Bore,Steady Rounds,Flared Magwell*,No Distractions,Zen Moment*,Encore,Explosive Payload*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Handling*,,
Nameless Midnight,996109059,"""6917529901401179699""",,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1800,,Stability,2,Vault,false,false,6,20,,100,62,62,40,20,0,0,45,180,54,17,51,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Triple Tap*,Perpetual Motion,Kinetic Tremors*,Vanguard's Vindication*,Kill Tracker,Tier 2: Stability*,,,,
Outlast,1678205741,"""6917529902796784318""",,Legendary,Pulse Rifle,seasonpass,Energy,Solar,1800,,Range,4,Vault,false,false,6,21,,60,78,23,34,17,0,0,47,540,5,41,36,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Polygonal Rifling,Extended Mag*,Ricochet Rounds,Feeding Frenzy*,Kill Clip*,Kill Tracker,Disaster Plan*,Tier 4: Range*,,,,,
Epochal Integration,1123421440,"""6917529902796784737""",,Legendary,Hand Cannon,seasonpass,Energy,Solar,1810,,Handling,10,Vault,true,false,6,21,,89,71,84,54,14,0,0,82,140,41,14,60,0,0,0,0,0,0,0,0,0,18,false,0,116,,,,Adaptive Frame*,Smallbore*,Ricochet Rounds*,Keep Away,Stats for All*,Eye of the Storm,Incandescent*,Harmonic Resonance,Nanotech Tracer Rockets*,Kill Tracker,Backup Mag*,Masterworked: Handling*,Photo Finish*,,
Tarnished Mettle,2218569744,"""6917529903707100935""",favorite,Legendary,Scout Rifle,plunder,Energy,Arc,1600,,Reload Speed,10,Vault,false,false,5,18,,82,73,60,42,20,0,0,35,200,63,16,78,0,0,0,0,0,0,0,0,0,18,true,20,1861,,,,Lightweight Frame*,Arrowhead Brake*,Accurized Rounds*,Demolitionist*,Voltshot*,Right Hook*,Kill Tracker,Gambit Memento*,Minor Spec*,,,,,,
Dimensional Hypotrochoid,1311684613,"""6917529903728980560""",,Legendary,Grenade Launcher,campaign,Power,Stasis,1800,,,,Vault,false,false,6,20,,63,63,0,0,13,60,33,55,120,52,5,42,0,0,0,0,0,0,0,0,0,11,true,16,408,,,,Compressed Wave Frame*,Confined Launch*,High-Velocity Rounds*,Unrelenting*,Thresh*,Nanotech Tracer Rockets*,Kill Tracker,Empty Memento Socket*,,,,,,,
Firefright,2778013407,"""6917529903736135312""",favorite,Legendary,Auto Rifle,haunted,KineticSlot,Kinetic,1800,,Range,10,Vault,false,false,5,17,,91,38,29,73,17,0,0,51,450,44,34,51,0,0,0,0,0,0,0,0,0,17,true,18,1029,,,,Precision Frame*,Arrowhead Brake*,Ricochet Rounds*,Threat Detector*,Surrounded*,Extrovert*,Kill Tracker,Empty Memento Socket*,,,,,,,
IKELOS_HC_v1.0.3,1731355324,"""6917529903736135882""",favorite,Legendary,Hand Cannon,rasputin,Energy,Void,1778,,Range,10,Vault,false,false,5,19,,100,75,78,45,14,0,0,62,180,33,12,43,0,0,0,0,0,0,0,0,0,14,true,16,827,,,,Precision Frame*,Arrowhead Brake*,Seraph Rounds*,Subsistence*,Repulsor Brace*,Rasputin's Arsenal*,Kill Tracker,Empty Memento Socket*,,,,,,,
Blood Feud,1509167284,"""6917529903736140834""",favorite,Legendary,Submachine Gun,plunder,KineticSlot,Stasis,1804,,Range,10,Vault,false,false,5,18,,97,30,22,62,14,0,0,18,720,28,27,55,0,0,0,0,0,0,0,0,0,34,true,20,539,,,,Aggressive Frame*,Corkscrew Rifling*,Accurized Rounds*,Ambitious Assassin*,Frenzy*,Right Hook*,Kill Tracker,Empty Memento Socket*,Icarus Grip*,,,,,,
Centrifuse,1912669214,"""6917529903976703031""",,Exotic,Auto Rifle,seasonpass,Energy,Arc,1810,,,,Titan(1821),false,false,6,21,,90,55,29,47,16,0,0,65,450,40,38,82,0,0,0,0,0,0,0,0,0,25,false,0,567,,,,Overcharge Capacitor*,Corkscrew Rifling*,Appended Mag*,Regenerative Motion*,Hand-Laid Stock*,Kill Tracker,Fluorescent Depth*,Empty Catalyst Socket*,,,,,,,
Likely Suspect,1994645182,"""6917529903985306995""",favorite,Legendary,Fusion Rifle,throneworld,Energy,Void,1600,,Reload Speed,10,Vault,false,false,5,16,,80,32,50,18,15,0,0,31,0,56,7,58,500,0,0,0,0,0,0,0,0,4,true,16,1077,,,,Rapid-Fire Frame*,Arrowhead Brake*,Accelerated Coils*,Firmly Planted*,Successful Warm-Up*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Prodigal Return,268260373,"""6917529904753262305""",,Legendary,Grenade Launcher,seasonpass,Energy,Arc,1800,,Reload Speed,10,Vault,true,false,6,20,,78,71,0,0,13,0,68,23,90,72,1,58,0,0,0,0,0,0,0,0,0,3,true,17,545,,,,Lightweight Frame*,Volatile Launch*,Disorienting Grenades*,Envious Assassin*,Voltshot*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Death's Razor,3371413056,"""6917529904753271634""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,10,Warlock(1823),false,false,6,20,,0,0,64,0,0,0,0,0,0,0,66,0,0,0,0,20,40,0,100,40,0,0,true,18,454,,Trials,,Vortex Frame*,Hungry Edge*,Infinite Guard*,Relentless Strikes*,Destabilizing Rounds*,To Excess*,Kill Tracker,Empty Memento Socket*,Minor Spec*,New Age Black Armory*,,,,,
Basso Ostinato,2573900604,"""6917529904783183623""",,Legendary,Shotgun,neomuna,Energy,Void,1800,,Range,3,Vault,true,false,6,20,,70,67,65,39,12,0,0,32,140,73,8,25,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Smallbore,Tactical Mag*,Light Mag,Grave Robber*,One-Two Punch*,Nanotech Tracer Rockets*,Kill Tracker,Tier 3: Range*,,,,,
